rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
10217,13146212,2995,1,1,750,3,3,51,0,0,0,1,0,0,0,1,Upper East Side,All Upper East Side,Manhattan
5783,79496356,6050,3,2,1200,12,25,36,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2783,9699412,5400,2,2,2000,9,1,104,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1685,24021567,6800,2,2,1284,4,18,47,0,0,0,1,0,0,1,1,Upper West Side,All Upper West Side,Manhattan
11058,25710991,5244,2,1,888,0,4,4,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
6399,81009422,7700,3,2,1164,2,17,0,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
10254,73060494,2600,1,1,610,9,6,3,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
1576,45754687,5995,2,2,968,2,12,28,1,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
11046,51102675,3500,2,1,900,9,2,131,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
5649,13753727,3225,1,1,629,6,14,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
10338,36215714,2250,0,1,500,13,1,116,1,0,0,0,0,0,0,0,Cobble Hill,Northwest Brooklyn,Brooklyn
560,82658811,3680,1,1,618,1,33,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
3051,60665818,6795,2,2,1400,8,21,9,0,1,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
1252,82658811,2445,0,1,470,1,50,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
10725,97066273,3700,4,2,1000,1,3,86,0,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
5149,86016391,3190,1,1,785,10,2,6,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
3405,51082872,3800,0,1,446,1,4,11,0,0,0,0,0,0,0,0,Soho,All Downtown,Manhattan
5545,71691994,4302,1,1,510,3,14,16,1,0,1,0,1,0,0,0,Chelsea,All Downtown,Manhattan
3044,4611940,15000,4,3,2200,7,26,34,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
10265,89197252,4000,1,1,800,2,36,9,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
92,19843870,2800,2,1,700,1,4,96,0,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
6675,69837186,5190,2,2,972,4,11,28,1,0,1,1,1,0,1,0,Upper West Side,All Upper West Side,Manhattan
5643,13753727,3175,1,1,627,6,13,0,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
9892,23886023,5699,3,2,1232,2,6,10,1,0,0,0,0,0,0,0,Clinton Hill,Northwest Brooklyn,Brooklyn
11249,48195590,3250,0,1,500,10,4,48,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
6664,36199025,3990,1,1,684,8,19,16,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2085,60418124,2950,1,1,500,7,11,88,0,0,1,0,0,0,1,0,Midtown East,All Midtown,Manhattan
8522,84352223,2699,1,1,800,13,4,106,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
7555,40212422,8000,2,2,1100,3,36,29,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
1455,4062336,5860,2,2,1072,3,1,116,1,0,0,0,0,0,0,0,DUMBO,Northwest Brooklyn,Brooklyn
6482,66781900,20000,3,3,2500,9,83,15,0,0,0,1,0,0,0,0,Midtown East,All Midtown,Manhattan
11228,75884556,5200,2,2,1400,8,10,86,0,0,1,1,0,1,0,0,Upper East Side,All Upper East Side,Manhattan
3093,58118390,3450,1,1,800,3,7,89,0,0,1,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
3399,13290871,5995,2,1,950,3,4,116,1,0,0,0,0,1,0,0,East Village,All Downtown,Manhattan
10154,37204663,2700,0,1,600,10,10,27,0,0,0,0,1,1,0,0,Midtown East,All Midtown,Manhattan
7686,33553841,3900,1,1,667,6,19,8,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
211,19899556,12995,2,2,1672,4,16,7,1,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
4713,76582491,4995,2,2,1050,2,24,34,0,0,0,1,1,0,0,1,Financial District,All Downtown,Manhattan
873,92485363,5700,3,2,1400,3,9,32,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
9549,70647804,2790,0,1,487,4,4,47,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
7332,88471238,3200,2,1,725,2,5,116,0,1,0,1,1,1,0,1,East Village,All Downtown,Manhattan
4803,90442014,4150,2,2,1200,8,3,10,0,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
3784,25429759,2550,2,2,900,2,5,86,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
7141,20029010,8975,3,3,1600,8,17,31,0,0,0,1,0,1,1,0,Upper East Side,All Upper East Side,Manhattan
10185,26525530,6200,1,1,958,3,5,116,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
10065,76149482,2700,0,1,417,2,19,28,0,1,1,1,1,1,0,1,Midtown West,All Midtown,Manhattan
10206,55079807,4250,1,1,759,3,2,11,0,0,0,1,1,0,0,1,Tribeca,All Downtown,Manhattan
2374,72510033,2800,0,1,570,4,10,51,0,0,0,1,1,0,1,0,Upper West Side,All Upper West Side,Manhattan
3447,72161796,2100,0,1,550,3,3,116,0,0,1,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
10432,92011396,2450,0,1,441,2,2,5,0,0,0,1,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
11263,81733442,3195,3,1,1700,7,2,96,1,0,0,0,0,0,0,0,Hamilton Heights,All Upper Manhattan,Manhattan
2517,46219303,6500,2,2,1150,6,19,11,1,0,0,0,1,0,0,0,Battery Park City,All Downtown,Manhattan
4520,18615033,2995,0,1,500,6,11,58,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
8072,26998106,4850,1,1,675,2,21,42,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
6457,88158443,1400,1,1,650,2,3,82,0,0,0,0,0,0,0,0,Flatbush,South Brooklyn,Brooklyn
2649,88520811,3170,1,1,590,1,21,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Northwest Brooklyn,Brooklyn
4601,1679885,1395,1,1,500,5,5,111,0,0,0,0,0,0,0,0,Manhattanville,All Upper Manhattan,Manhattan
7585,32178621,6600,2,2,1550,4,12,33,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3415,30070789,6250,3,3,1800,2,2,92,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
465,84130049,13750,3,3,1683,1,6,89,1,0,1,0,0,1,0,0,Upper West Side,All Upper West Side,Manhattan
10037,9163439,2870,0,1,585,2,4,120,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1978,49653888,3400,2,1,858,10,5,6,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
2499,65918872,13500,2,2,1612,3,39,11,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
4149,60665818,12000,3,2,1949,8,32,9,0,0,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
3270,42531018,8000,2,2,1100,5,22,30,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3150,51840066,3350,2.5,1,850,8,3,96,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
8315,93391414,4650,2,2,1056,6,7,6,1,0,0,1,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
8076,18710634,6000,1,1,1200,1,6,106,0,1,0,0,1,0,0,1,Soho,All Downtown,Manhattan
3315,12097469,1850,1,1,790,4,2,85,0,0,0,0,0,0,0,0,Ditmas Park,South Brooklyn,Brooklyn
905,31173018,7900,2,2,1324,8,7,1,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
10689,99155070,4495,2,1,1000,2,8,10,1,0,0,1,1,0,1,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
4291,33958894,4800,2,2,1100,6,6,59,0,0,0,0,0,0,1,0,Upper East Side,All Upper East Side,Manhattan
4763,69837186,3810,1,1,707,4,12,28,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
4508,24692593,6400,2,2,1500,10,14,8,1,1,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
160,64570014,4500,0,1,500,6,1,116,0,1,1,0,0,1,0,0,Greenwich Village,All Downtown,Manhattan
5184,17340497,4500,2,1,900,43,14,14,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
9237,9163439,3125,0,1,627,2,18,120,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
8080,90482091,2150,0,1,500,3,11,86,0,0,0,0,0,1,0,0,Financial District,All Downtown,Manhattan
10390,50843608,4000,1,1,868,2,7,58,0,0,0,1,1,1,0,0,Midtown East,All Midtown,Manhattan
4586,66806525,2350,0,1,400,1,2,101,0,1,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
1949,54923743,2495,0,1,450,2,5,116,0,0,0,0,0,1,0,0,Chelsea,All Downtown,Manhattan
2986,50556590,3400,1,1,654,2,6,5,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
4462,87155584,3410,1,1,788,7,11,29,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
7234,40291653,1500,1,1,700,6,2,60,0,1,1,1,1,1,0,1,Ocean Parkway,South Brooklyn,Brooklyn
8292,47607639,4665,1,1,941,7,14,39,1,1,0,1,1,1,0,1,Midtown East,All Midtown,Manhattan
1417,77635520,3900,1,1,682,15,30,43,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
5194,69837186,5735,2,2,1115,4,4,28,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
6330,61588338,2500,2,1,1000,18,2,27,1,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
8553,36761941,5000,2,1,1006,8,6,3,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
9872,65142101,2385,2,1,800,9,5,106,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
6581,53208691,1585,1,1,700,4,1,85,0,0,0,0,0,0,0,0,Woodside,Central Queens,Queens
10016,23984842,5295,3,1,1100,5,2,1,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
6609,14842171,4500,3,2,1000,2,3,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3228,95056292,1900,2,1,700,5,1,106,1,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
3038,38107468,10500,2,2,1625,2,6,75,1,0,0,0,0,0,0,0,Central Park South,All Midtown,Manhattan
9548,70647804,3055,0,1,578,4,22,47,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
7457,49275912,3000,0,1,640,5,46,13,0,1,0,1,1,0,0,1,Midtown South,All Midtown,Manhattan
5195,55944355,4865,1,1,729,2,16,13,1,0,0,0,1,1,0,0,Flatiron,All Downtown,Manhattan
1807,88586001,4500,1,1,1100,1,6,180,0,0,0,1,0,0,0,0,Financial District,All Downtown,Manhattan
1073,67594835,3000,0,1,573,11,9,31,0,0,0,1,1,0,0,0,Upper East Side,All Upper East Side,Manhattan
1342,25429759,2600,2,2,800,2,1,86,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
3528,68568907,4395,1,1,800,4,6,7,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
9315,80017880,3400,1,1,760,12,7,27,0,1,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
8121,97509633,2700,1,1,750,1,5,9,1,1,0,1,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
11070,36677865,4700,1,1,708,2,47,6,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
5468,52956081,2450,2,1,900,2,3,88,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
9935,78648266,3600,1,1,768,2,3,26,0,0,1,1,1,0,0,1,Battery Park City,All Downtown,Manhattan
1562,29444531,1800,1,1,650,13,2,117,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
5296,45686075,4100,1,1,878,1,2,4,1,0,0,0,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2615,33123121,3500,1,1,750,7,29,49,0,0,0,0,0,1,0,0,Midtown East,All Midtown,Manhattan
4939,21289071,3975,1,1,741,1,12,29,0,0,1,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
5025,38230508,3525,1,1,633,2,26,41,1,0,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
6146,13284711,1900,1,1,650,5,5,94,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
9494,15098019,6150,3,2,1126,10,9,29,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
4511,83371097,5057,2,2,1259,3,27,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
939,54978873,2000,0,1,450,43,2,107,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
4929,73605280,4395,2,1,1000,4,2,76,0,1,0,1,1,0,0,0,East Village,All Downtown,Manhattan
10045,54257434,3345,3,1,1500,3,2,94,1,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
6154,63879088,4695,3,1,800,2,10,116,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
9173,80017880,3500,1,1,707,12,10,27,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
6593,39031597,3465,0,1,785,8,6,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
9669,24558244,5995,2,2,1500,3,8,89,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
8138,29737142,5400,1,1,714,1,6,1,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
4262,66503950,2195,0,1,900,3,4,85,0,0,0,0,0,0,0,0,Boerum Hill,Northwest Brooklyn,Brooklyn
2625,70377432,2670,0,1,265,9,3,0,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3623,57327522,5850,1,1,1100,2,37,30,0,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
3727,7163201,2650,0,1,490,5,17,8,0,1,0,1,1,0,0,0,Williamsburg,North Brooklyn,Brooklyn
8950,58666729,1695,1,1,798,4,1,59,1,0,0,0,0,0,0,0,Gravesend,South Brooklyn,Brooklyn
469,37809936,5800,2,1,1031,1,2,19,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
8171,35227448,3700,2,1,990,6,1,5,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,East Brooklyn,Brooklyn
8047,85079948,4000,2,1,1566,9,2,91,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
1853,6352840,16500,2,2,1766,3,8,116,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
4529,10401473,2850,2,1,800,7,2,96,1,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
9356,51767176,3400,3,2,1500,4,1,85,1,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
7806,80485006,2100,1,1,650,4,2,7,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
10387,50113493,7115,2,2,1413,5,15,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
4998,46518642,11500,3,2,2200,4,8,96,0,1,0,1,1,1,0,1,Tribeca,All Downtown,Manhattan
7060,47570654,2695,0,1,375,4,21,108,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2911,85586828,3430,1,1,900,6,4,53,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3303,33958621,3695,1,1,785,3,40,11,0,0,0,0,1,0,0,0,Upper East Side,All Upper East Side,Manhattan
6255,95962411,2700,0,1,525,11,3,12,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
7165,871368,1875,2,2,960,10,2,17,0,0,0,0,0,0,0,0,Kew Gardens,Northeast Queens,Queens
8070,25309773,6700,3,2,1355,15,13,60,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
10351,80770041,2910,1,1,800,10,23,4,1,0,0,1,1,0,0,0,Long Island City,Northwest Queens,Manhattan
5,61996725,1875,0,1,450,3,5,116,0,0,0,1,0,0,0,0,Midtown West,All Midtown,Manhattan
6683,70307461,2925,0,1,580,6,12,33,1,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
4705,77928276,9200,2,2,1500,2,4,106,0,0,1,0,0,1,0,0,Greenwich Village,All Downtown,Manhattan
3908,54806842,2600,1,1,600,9,2,96,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
6965,20761311,8150,1,1,860,8,10,7,0,0,1,1,1,1,0,0,West Village,All Downtown,Manhattan
10768,13750537,1850,0,1,700,2,3,106,0,0,0,0,0,0,0,0,Crown Heights,East Brooklyn,Brooklyn
3776,62828354,3365,1,1,614,6,3,14,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
4653,45563427,7250,3,2,1613,0,4,5,0,1,1,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
7785,6744453,2650,3,1,900,6,2,91,0,0,0,0,0,0,0,0,Astoria,Northwest Queens,Queens
180,35193176,2750,1,1,1236,4,1,6,0,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
4765,62297362,3250,1,1,722,12,7,32,0,0,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
8149,72318058,2950,0,1,600,4,8,85,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
6164,10574372,2891,1,1,604,7,3,2,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
11349,43035886,4500,1,1,850,2,6,30,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
9564,29532281,4375,1,1,693,2,6,8,0,1,0,1,1,0,1,1,East Village,All Downtown,Manhattan
2579,82658811,4190,2,2,976,1,8,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
7345,33994391,2700,1,1,690,3,23,20,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
2859,5566203,1299,0,1,340,4,6,56,0,0,0,0,0,0,0,0,Briarwood,Northeast Queens,Queens
303,43473685,6995,2,2,1446,3,35,11,0,1,0,1,1,1,0,1,Midtown South,All Midtown,Manhattan
11127,67594835,3500,1,1,700,11,9,31,0,0,0,1,1,1,0,0,Upper East Side,All Upper East Side,Manhattan
5007,56279186,2500,0,1,550,1,3,54,0,0,1,1,0,1,0,0,Midtown East,All Midtown,Manhattan
304,32083351,4995,1,1,850,1,4,77,0,1,0,1,1,1,0,0,Chelsea,All Downtown,Manhattan
3003,90925141,6995,2,2,1350,6,4,104,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
7809,81078649,6800,1,1,800,2,8,121,0,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
8483,80123104,3300,2.5,1,900,8,4,143,0,0,0,0,0,0,0,0,Fort Greene,Northwest Brooklyn,Brooklyn
9851,17183665,4950,1,1,810,2,14,30,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
7791,21949489,1995,1,1,600,3,3,115,0,0,0,0,0,0,0,0,Greenwood,South Brooklyn,Brooklyn
9591,64203075,3800,2,1,700,4,3,116,0,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
9231,24774098,4273,1,1,723,9,7,9,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
10970,36739709,10000,3,3,1770,5,10,10,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
3772,38230508,2825,0,1,505,2,23,41,1,0,1,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
4042,98323508,2575,1,1,600,4,9,8,1,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
10167,69837186,7865,3,2,1421,4,5,28,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
7002,22319464,3210,0,1,576,5,10,44,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
6976,80017880,3150,1,1,700,12,12,27,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
4808,20136117,8400,2,2,1447,5,7,2,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
913,6055426,3300,2,1,900,1,3,86,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
7150,17814221,5295,2,2,1015,8,18,29,0,0,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
10746,64837942,5100,4,2,1300,4,2,85,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
3649,66925959,6995,1,1,1000,1,6,109,0,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
2117,61165540,2550,2,1,900,7,1,88,0,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
3679,95366382,1800,2,1,920,5,4,62,0,0,0,0,0,0,0,0,Rego Park,Central Queens,Queens
1857,53000616,2250,0,1,562,1,3,6,0,0,1,0,0,0,0,0,Long Island City,Northwest Queens,Queens
6293,70700254,1275,0,1,490,4,7,56,1,0,0,0,0,0,0,0,Gravesend,South Brooklyn,Brooklyn
1649,94563271,3225,0,1,490,5,7,11,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
4510,83371097,4707,2,2,1259,3,29,16,1,0,0,0,0,0,0,0,Long Island City,Northwest Queens,Queens
4697,63345819,12000,2,2,2300,2,6,109,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
6182,32516896,2600,0,1,525,5,2,101,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
8973,69562657,6200,4,2,1500,4,1,116,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
9983,17248037,3895,0,1,474,5,3,13,1,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
9144,92326686,2695,1,1,750,3,5,90,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
6897,71369765,2695,0,1,440,3,19,37,0,0,0,1,1,0,0,1,Midtown,All Midtown,Manhattan
5328,74438020,3195,1,1,625,4,3,30,0,1,0,1,1,1,0,1,Battery Park City,All Downtown,Manhattan
10754,7836911,12500,2,2,1994,1,1,14,0,0,0,1,0,0,0,0,Chelsea,All Downtown,Manhattan
9963,95378356,3150,1,1,730,9,9,57,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2910,88062922,3800,1,1,700,10,9,9,1,0,1,0,0,1,0,0,Gramercy Park,All Downtown,Manhattan
3112,81758515,10400,2,2,1260,3,36,11,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
9174,31922845,2600,1,1,900,6,1,117,0,0,0,0,0,0,0,0,Carroll Gardens,Northwest Brooklyn,Brooklyn
573,49880750,5454,2,2,1200,1,18,51,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
8914,7557281,1800,2,1,1000,10,1,85,1,0,0,0,0,0,0,0,Ridgewood,Central Queens,Queens
11321,64883338,3400,1,1,795,0,26,48,1,0,0,1,1,0,0,0,Midtown,All Midtown,Manhattan
7392,7111929,3395,1,1,775,4,3,106,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
4357,83895297,3525,1,1,642,4,15,18,1,0,0,1,1,0,1,1,Upper West Side,All Upper West Side,Manhattan
1875,45974494,2295,1,1,585,6,2,96,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
3030,78864240,2600,0,1,513,2,19,31,0,0,0,1,1,1,1,1,Upper West Side,All Upper West Side,Manhattan
8798,49938935,4700,2,2,1000,4,7,30,0,1,0,1,1,1,0,1,Midtown South,All Midtown,Manhattan
9883,25395446,3800,3,1,1250,3,2,117,0,0,0,0,0,0,0,0,Park Slope,Prospect Park,Brooklyn
7659,89197252,3350,1,1,667,2,14,9,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
4943,38231260,3295,2,2,1000,9,1,106,1,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
2779,67734427,7350,2,2,1090,2,30,17,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
4453,7091994,3100,1,1,750,3,3,90,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
4195,84666551,6840,3,2,1285,7,10,33,1,0,0,1,0,0,0,1,Battery Park City,All Downtown,Manhattan
6011,36628282,3750,2,2,1060,3,4,6,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
2786,220733,2600,2,1,700,8,2,86,1,0,0,0,0,0,0,0,Greenpoint,North Brooklyn,Brooklyn
121,33299325,7300,2,2,1333,43,18,8,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
4058,42896279,2700,1,1,700,6,2,101,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
6406,79560550,3495,2,1,1000,4,1,91,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
7552,61805400,7800,3,2,1425,3,9,54,0,1,0,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
6181,29360035,2750,0,1,500,3,4,28,0,0,0,1,1,1,0,0,Midtown East,All Midtown,Manhattan
5436,76752492,16900,2,2,1599,2,27,56,0,0,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
8609,37809936,5975,2,2,1224,1,19,19,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
3196,86743159,6115,2,2,1030,7,3,5,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1201,85066873,6045,1,1,747,3,35,6,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
5153,86569112,3020,3,2,1774,4,1,8,0,0,0,0,0,1,0,0,Washington Heights,All Upper Manhattan,Manhattan
6993,90580778,2395,3,1,950,4,1,109,0,0,0,0,0,0,0,0,Bushwick,East Brooklyn,Brooklyn
1042,76555035,2895,0,1,495,2,12,85,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
3410,21330430,4500,2,2,1042,1,43,3,1,0,0,0,0,0,0,0,Downtown Brooklyn,Northwest Brooklyn,Brooklyn
7398,35809557,3500,0,1,615,2,29,38,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
943,45013573,10000,2,2,1508,1,8,89,0,0,0,1,1,1,0,0,Upper East Side,All Upper East Side,Manhattan
8255,93267674,1500,0,1,639,3,5,106,0,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
1414,38107468,6900,1,1,980,2,12,75,0,0,0,0,0,0,0,0,Central Park South,All Midtown,Manhattan
1881,33553841,3800,1,1,650,6,20,8,0,0,0,0,0,0,1,0,Midtown East,All Midtown,Manhattan
7272,62297362,5100,2,2,1012,12,12,32,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
3331,91386758,3200,2,1,1000,4,2,106,0,0,0,0,0,0,0,0,Williamsburg,North Brooklyn,Brooklyn
477,93235090,15000,3,3,2300,4,5,111,0,1,0,1,1,0,0,0,Chelsea,All Downtown,Manhattan
